"ISSN","TIULO","ESTRATO"
"23141492","CUESTIONES DE POBLACIÓN Y SOCIEDAD","B4"
"23141506","MERIDIANO - REVISTA DE GEOGRAFÍA","B3"
"23141506","REVISTA DE GEOGRAFIA MERIDIANO","B3"
"23141530","DEBATE UNIVERSITARIO","B5"
"23141638","REVISTA PARAGUAY DESDE LAS CIENCIAS SOCIALES","B3"
"23142189","SIGNO Y SEÑA","B1"
"23142189","SIGNO Y SEÑA - REVISTA DEL INSTITUTO DE LINGÜÍSTICA","B1"
"23142499","ENCUENTRO DE SABERES: LUCHAS POPULARES, RESISTENCIAS Y EDUCACIÓN","B5"
"23142561","EDUCACIÓN FÍSICA Y CIENCIA","B1"
"2314274X","REVISTA TRAM[P]AS DE LA COMUNICACIÓN Y LA CULTURA","B4"
"23142847","ENSEÑAR MÚSICA - REVISTA PANAMERICANA DE INVESTIGACIÓN","B3"
"2314324X","REVISTA ARGENTINA DE PRODUCCIÓN ANIMAL","B4"
"23143592","FILOSOFÍA DE LA ECONOMÍA","B3"
"23143894","EXLIBRIS - REVISTA DEL DEPARTAMENTO DE LETRAS","B2"
"23143908","ANTIGUOS JESUITAS EN IBEROAMÉRICA","B2"
"23144025","ISRN BIOMATERIALS","B4"
"2314405X","ISRN NEPHROLOGY","B5"
"23144068","ISRN NUTRITION","B4"
"23144076","ISRN PARASITOLOGY","B4"
"23144084","ISRN RADIOLOGY","B4"
"23144122","INTERNATIONAL JOURNAL OF ATMOSPHERIC SCIENCES","C "
"23144157","INTERNATIONAL JOURNAL OF BIODIVERSITY","C "
"23144262","NEUROSCIENCE JOURNAL (PRINT)","B2"
"23144378","INTERNATIONAL JOURNAL OF GENOMICS (ONLINE)","B1"
"23144645","ISRN ATMOSPHERIC SCIENCES","B5"
"23144661","ISRN NEUROSCIENCE","C "
"23144866","JOURNAL OF MATERIALS","C "
"23144890","JOURNAL OF INDUSTRIAL ENGINEERING (ONLINE)","B5"
"23144912","JOURNAL OF ENGINEERING","B5"
"23144920","JOURNAL OF SPECTROSCOPY","B2"
"23145005","JOURNAL OF PETROLEUM ENGINEERING","B4"
"23145056","JOURNAL OF TOXINS","C "
"23145234","THE OPEN ACCESS JOURNAL OF SCIENCE AND TECHNOLOGY","B4"
"23145439","ISRN ELECTROCHEMISTRY","C "
"23145684","JOURNAL OF EXPERIMENTAL AND APPLIED ANIMAL SCIENCES","C "
"23145706","NUCLEAR RECEPTOR RESEARCH","C "
"23145765","INTERNATIONAL JOURNAL OF FOOD SCIENCE","C "
"23145986","JOURNAL OF CONSTRUCTION ENGINEERING","B4"
"23145994","JOURNAL OF CRYSTALLOGRAPHY","C "
"23146133","BIOMED RESEARCH INTERNATIONAL","A1"
"23146141","BIOMED RESEARCH INTERNATIONAL","A1"
"23146222","JOURNAL OF HORMONES","B5"
"23146400","ISRN OXIDATIVE MEDICINE","C "
"23146745","JOURNAL OF DIABETES RESEARCH","A2"
"23146907","JOURNAL OF GRAVITY","C "
"23147016","INTERNATIONAL JOURNAL OF BRAIN SCIENCE (ONLINE)","C "
"23147156","JOURNAL OF IMMUNOLOGY RESEARCH","A2"
"23147326","JOURNAL OF NEUROINFECTIOUS DISEASES","B4"
"23147474","CHINESE JOURNAL OF BIOLOGY","C "
"23148225","INTERNATIONAL JOURNAL OF MEDICAL GENETICS","C "
"23148497","DATASET PAPERS IN SCIENCE (ONLINE)","C "
"23148861","JOURNAL OF IMMUNOLOGY RESEARCH","A2"
"2315028X","REVISTA GEOUECE","B4"
"23154462","INTERNATIONAL JOURNAL OF SMART GRID AND CLEAN ENERGY","B4"
"23155086","GLOBAL ADVANCED RESEARCH JOURNAL OF MANAGEMENT AND BUSINESS STUDIES","B1"
"23155094","GLOBAL ADVANCED RESEARCH JOURNAL OF AGRICULTURAL SCIENCE","B4"
"23155159","GLOBAL ADVANCED RESEARCH JOURNAL OF MEDICINE AND MEDICAL SCIENCES (GARJMMS)","B5"
"23155159","GLOBAL ADVANCED RESEARCH JOURNAL OF MEDICINE AND MEDICAL SCIENCES IMPACT FACTOR","B5"
"23155663","INTERNATIONAL RESEARCH JOURNAL OF ENGINEERING SCIENCE, TECHNOLOGY AND INNOVATION","B4"
"23155671","JOURNAL OF RESEARCH IN ECONOMICS AND INTERNATIONAL FINANCE","C "
"23155698","JOURNAL OF RESEARCH IN ENVIRONMENTAL SCIENCE AND TOXICOLOGY","B5"
"23156163","SCHOLARY JOURNAL OF SCIENCE RESEARCH AND ESSAY","C "
"23156899","BASIC RESEARCH JOURNAL OF BUSINESS MANAGEMENT AND ACCOUNTS","B3"
"23157259","WUDPECKER JOURNAL OF AGRICULTURAL RESEARCH","B3"
"23157267","WUDPECKER JOURNAL OF EDUCATIONAL RESEARCH","C "
"23157704","ACADEMIA JOURNAL OF EDUCATIONAL RESEARCH","B3"
"23157712","ACADEMIA JOURNAL OF SCIENTIFIC RESEARCH","C "
"23157720","ACADEMIA JOURNAL OF MEDICINAL PLANTS","B5"
"23157739","ACADEMIA JOURNAL OF AGRICULTURAL RESEARCH","B4"
"23157747","ACADEMIA JOURNAL OF BIOTECHNOLOGY","B5"
"23157771","ACADEMIA JOURNAL OF MICROBIOLOGY RESEARCH","B5"
"23158719","RESEARCH JOURNAL OF AGRICULTURE AND ENVIRONMENTAL MANAGEMENT","B4"
"23161108","GÊNERO (NITERÓI)","B2"
"23161108","REVISTA GÊNERO","B2"
"23161124","PSICOLOGIA & SABERES","B4"
"23161191","EM TEMPO DE HISTÓRIAS","B3"
"23161205","REVISTA BINACIONAL BRASIL ARGENTINA","B2"
"23161205","REVISTA BINACIONAL BRASIL ARGENTINA: DIÁLOGO ENTRE ÀS CIÊNCIAS","B2"
"23161213","CADERNO DE ESTUDOS DO DISCURSO E DO CORPO","B5"
"23161213","REDISCO - REVISTA ELETRÔNICA DE ESTUDOS DO DISCURSO E DO CORPO","B2"
"23161213","REVISTA ELETRÔNICA DE ESTUDOS DO DISCURSO E DO CORPO","B2"
"23161280","REVISTA DIREITO & DIVERSIDADE","B5"
"23161329","CONTEMPORÂNEA (ONLINE)","A2"
"23161337","PROCEEDINGS OF THE BRAZILIAN CONFERENCE ON COMPOSITE MATERIALS","C "
"23161485","FORUM JURÍDICO","C "
"23161493","REVISTA TURISMO ESTUDOS E PRÁTICAS","B2"
"23161515","FMU DIREITO - REVISTA ELETRÔNICA","B5"
"23161620","SIMBIÓTICA","B3"
"23161620","SIMBIÓTICA. REVISTA ELETRÔNICA","B2"
"23161655","REVISTA ULTRAMARES","B4"
"23161655","REVISTA ULTRAMARES - REVISTA DE HISTÓRIA COLONIAL","B4"
"23161663","MACABÉA- REVISTA ELETRONICA DO NETLLI","B2"
"23161663","MACABÉA - REVISTA ELETRÔNICA DO NETLLI","B2"
"23161752","CADERNOS DE ARQUITETURA E URBANISMO (ONLINE)","B3"
"23161795","DIÁLOGO DAS LETRAS","B1"
"23161795","REVISTA DIÁLOGO DAS LETRAS","B1"
"23161809","JOURNAL OF AGRONOMIC SCIENCES","B5"
"23161809","JOURNAL OF AGRONOMICAL SCIENCES","B5"
"23161833","ATHENAS - REVISTA DE DIREITO, POLÍTICA E FILOSOFIA","C "
"23162007","REVISTA GUARÁ","B2"
"2316204X","DIREITO CONTEMPORÂNEO","C "
"23162058","REGEPE","B1"
"23162058","REGEPE - REVISTA DE EMPREENDEDORISMO E GEST<U+F1C3>O DE PEQUENAS EMPRESAS","B1"
"23162112","REVISTA DIÁLOGOS DO DIREITO","B4"
"23162163","LIBERTAS","B5"
"23162171","ESTUDOS INTERDISCIPLINARES DO ENVELHECIMENTO - PORTO ALEGRE","B2"
"2316218X","REVISTA DE LINGUAGEM DO CINEMA E DO AUDIOVISUAL","C "
"23162252","LATIN AMERICAN MULTIPLE SCLEROSIS JOURNAL","C "
"23162260","REVISTA DE EDUCAÇ<U+F1C3>O DOM ALBERTO","B5"
"23162287","REVISTA V@RVITU - REVISTA DE CIÊNCIA, TECNOLOGIA E CULTURA DA FATEC ITU","B3"
"23162317","REVISTA ELETRÔNICA MULTIDISCIPLINAR FACEAR","B4"
"23162341","REVISTA ENIAC PESQUISA","B2"
"23162449","PSICOPATOLOGIA FENOMENOLÓGICA CONTEMPORÂNEA","B4"
"23162457","REVISTA SUL-AMERICANA DE ENGENHARIA ESTRUTURAL (ONLINE)","B3"
"23162481","ESTUDOS E ANÁLISES DE CONJUNTURA","B5"
"23162481","ESTUDOS E ANÁLISES DE CONJUNTURA DO OBSERVATÓRIO POLÍTICO DOS ESTADOS UNIDOS","B5"
"23162511","REVISTA CIENTÍFICA FASF","C "
"23162554","REVISTA INICIAÇ<U+F1C3>O EM PESQUISA","B5"
"23162600","REVISTA ECOPOLÍTICA","B3"
"23162635","REVISTA DE LETRAS DOM ALBERTO","B5"
"23162651","REVISTA METROPOLITANA DE ADMINISTRAÇ<U+F1C3>O E DESENVOLVIMENTO SUSTENTÁVEL","B3"
"2316266X","ANAIS DO I CONGRESSO INTERNACIONAL INTERDICIPLINAR EM SOCIAIS E HUMANIDADES","C "
"2316266X","ANAIS DO I CONINTER","C "
"23162767","REVISTA BRASILEIRA DE ESTUDOS DO CONTATO LINGUÍSTICO (ONLINE)","B2"
"23162805","ANAIS DO CONECT - COLÓQUIO NACIONAL DE EDUCAÇ<U+F1C3>O, CURRÍCULO E PROCESSOS TECNOLÓGICOS","C "
"23162848","REVISTA ORGANIZAÇ<U+F1C3>O SISTÊMICA","B4"
"23162856","REVISTA MEIO AMBIENTE E SUSTENTABILIDADE","B4"
"23162864","REVISTA SAÚDE E DESENVOLVIMENTO","B4"
"23162880","RELAÇGES INTERNACIONAIS DO MUNDO ATUAL","B5"
"23162880","RELAÇGES INTERNACIONAIS NO MUNDO ATUAL","B5"
"23162937","CADERNOS IMBONDEIRO","B3"
"2316297X","SEGURANÇA ALIMENTAR E NUTRICIONAL","B2"
"23163003","HETEC ? HISTÓRIA, EDUCAÇ<U+F1C3>O & TECNOLOGIAS","C "
"23163003","HETEC: HISTÓRIA, EDUCAÇ<U+F1C3>O & TECNOLOGIAS","C "
"23163011","ESPAÇO LIVRE","C "
"23163011","REVISTA ESPAÇO LIVRE","B5"
"23163054","REVISTA DIREITOS EMERGENTES NA SOCIEDADE GLOBAL","B4"
"23163070","DIREITO DO ESTADO EM DEBATE - REVISTA JURÍDICA DA PROCURADORIA GERAL DO ESTADO","C "
"23163100","MOMENTO - DIÁLOGOS EM EDUCAÇ<U+F1C3>O","B2"
"23163127","IDEIAS E INOVAÇ<U+F1C3>O LATO SENSU","B4"
"23163143","CADERNO DE GRADUAÇ<U+F1C3>O - CIÊNCIAS HUMANAS E SOCIAIS (ONLINE)","B5"
"23163143","CADERNOS DE GRADUAÇ<U+F1C3>O: CIÊNCIAS HUMANAS E SOCIAIS,","B4"
"23163151","CADERNOS DE GRADUAÇ<U+F1C3>O: CIÊNCIAS BIOLÓGICAS E DA SAÚDE (FACIPE)","B5"
"2316316X","INTERSEMIOSE - REVISTA DIGITAL","B4"
"23163267","VERBUM","B2"
"23163267","VERBUM - CADERNOS DE PÓS GRADUAÇ<U+F1C3>O","B2"
"23163313","INTERFACES CIENTÍFICAS - SAÚDE E AMBIENTE","B4"
"23163321","INTERFACES CIENTÍFICAS - DIREITO","B2"
"23163321","REVISTA INTERFACES CIENTÍFICAS - DIREITO","B3"
"2316333X","REVISTA INTERFACES CIENTÍFICA - EDUCAÇ<U+F1C3>O","B2"
"23163348","REVISTA INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS","B2"
"2316347X","SAUDE E MEIO AMBIENTE - REVISTA INTERDISCIPLINAR","B2"
"2316347X","SAÚDE E MEIO AMBIENTE - REVISTA INTERDISCIPLINAR","B5"
"23163488","MÚSICA E LINGUAGEM","B5"
"2316350X","REVISTA ELETRÔNICA FACP","C "
"23163674","SAÚDE MENTAL EM FOCO DO CESUCA","B5"
"23163690","SIGNÓTICA","B1"
"23163690","SIGNÓTICA (ONLINE)","B1"
"23163704","REVISTA EXPRESS<U+F1C3>O DA ESTÁCIO","C "
"23163712","REVISTA DE GEST<U+F1C3>O EM SISTEMAS DE SAÚDE","B2"
"23163712","REVISTA DE GEST<U+F1C3>O EM SISTEMAS DE SAÚDE - RGSS","B3"
"23163747","GLP NEWS","C "
"23163763","PUBLICATIO UEPG. CIÊNCIAS HUMANAS, CIÊNCIAS SOCIAIS APLICADAS, LINGÜÍSTICA, LETRAS E ARTES","B2"
"23163763","PUBLICATIO UEPG: CIENCIAS HUMANAS, LINGUISTICA, LETRAS E ARTES","B2"
"23163798","INTERFACES CIENTÍFICAS - SAÚDE E AMBIENTE","B2"
"23163801","INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS","B2"
"2316381X","INTERFACES CIENTÍFICA","B5"
"2316381X","INTERFACES CIENTÍFICAS - DIREITO","B3"
"2316381X","REVISTA INTERFACES CIENTIFICAS","B5"
"23163828","INTERFACES CIENTIFICAS - EDUCAÇ<U+F1C3>O","A2"
"23163828","INTERFACES CIENTÍFICAS - EDUCAÇ<U+F1C3>O","A2"
"23163852","AUGUSTO GUZZO REVISTA ACADÊMICA","B4"
"23163887","MALLARMARGENS: REVISTA DE POESIA E ARTE CONTEMPORÂNEA","C "
"23163917","REVISTA KNESIS: PESQUISA BÁSICA E APLICADA EM EDUCAÇ<U+F1C3>O FÍSICA","B5"
"23163933","ECOS ONLINE","B1"
"23163933","REVISTA ECOS","B1"
"2316395X","CONFLUÊNCIAS CULTURAIS","B3"
"2316395X","REVISTA CONFLUÊNCIAS CULTURAIS","B4"
"23163976","NON PLUS","B3"
"23163976","NON PLUS - REVISTA DISCENTE DA ÁREA DO FRANCÊS - USP","B3"
"23163992","COMUNICAÇ<U+F1C3>O & MERCADO - REVISTA INTERNACIONAL DE CIÊNCIAS SOCIAIS APLICADAS DA UNIGRAN","B4"
"23163992","COMUNICAÇ<U+F1C3>O E MERCADO","B4"
"2316400X","EXTENS<U+F1C3>O EM AÇ<U+F1C3>O","B4"
"2316400X","REVISTA EXTENS<U+F1C3>O EM AÇ<U+F1C3>O","B4"
"23164018","ESTUDOS DE LITERATURA BRASILEIRA CONTEMPORÂNEA","A1"
"23164026","REVISTA MUSEAR","B5"
"23164034","DI@LOGUS","B4"
"23164034","REVISTA DI@ALOGUS","B4"
"23164069","DEBATES SINPRO GUARULHOS","B5"
"23164077","REVISTA LAIKA","B4"
"23164093","ACTA IGUAZU","B3"
"23164190","REAVI - REVISTA ELETRÔNICA DO ALTO VALE DO ITAJAÍ","B4"
"23164190","REVISTA ELETRÔNICA DO ALTO VALE DO ITAJAÍ","B4"
"23164212","REVISTA JUDICIÁRIA DO PARANÁ","C "
"23164255","REVISTA CASTELO BRANCO CIENTÍFICA","C "
"23164328","REVISTA DA FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS","C "
"23164360","ÉLISÉE - REVISTA DE GEOGRAFIA DA UEG","B2"
"23164379","REVISTA DE HISTÓRIA DA UEG","B3"
"23164379","REVISTA DE HISTÓRIA DA UEG QUIRINÓPOLIS","B3"
"23164417","EJA EM DEBATE","B3"
"23164417","REVISTA EJA EM DEBATE","B3"
"2316445X","REVISTA LEETRA INDÍGENA DA UFSCAR","C "
"23164484","REVISTA MULTITEXTO","C "
"23164514","SINAPSE MÚLTIPLA","B4"
"23164522","REVISTA MILITAR DE CIÊNCIA E TECNOLOGIA","B3"
"23164670","HERPETOLOGIA BRASILEIRA","B4"
"23164697","CADERNO DE ESTUDOS DO DISCURSO E DO CORPO","C "
"23164786","EKSTASIS REVISTA DE HERMENÊUTICA E FENOMENOLOGIA","B2"
"23164786","REVISTA EK-STASIS","B4"
"23164808","REVISTA HOMINUM","B4"
"23164833","COLEÇ<U+F1C3>O MEIRA MATTOS - REVISTA DAS CIÊNCIAS MILITARES (IMPRESSA)","B2"
"23164891","COLEÇ<U+F1C3>O MEIRA MATTOS - REVISTA DAS CIÊNCIAS MILITARES (ONLINE)","B2"
"23164948","ANAIS DO SEMINÁRIO NACIONAL DE EDUCAÇ<U+F1C3>O, DIVERSIDADE SEXUAL E DIREITOS HUMANOS","C "
"23164964","CONTAR: JORNAL DA ESCOLA","B2"
"23165014","CULTURA HISTÓRICA & PATRIMÔNIO","B4"
"23165081","FACIDER REVISTA CIENTÍFICA","B5"
"2316512X","PROGRAMA DE ATUALIZAÇ<U+F1C3>O EM ENFERMAGEM","C "
"23165146","PESQUISA & TECNOLOGIA","B5"
"23165197","ANALYTICA: REVISTA DE PSICANÁLISE","B2"
"23165197","REVISTA ANALYTICA","B2"
"23165200","BBR - BIOCHEMISTRY AND BIOTECHNOLOGY REPORTS","B4"
"23165200","BIOCHEMISTRY AND BIOTECHNOLOGY REPORTS","B3"
"23165235","REVISTA DE ECONOMIA REGIONAL, URBANA E DO TRABALHO","B5"
"23165251","REVISTA ÁRTEMIS","B1"
"23165251","REVISTA ÁRTEMIS - ESTUDOS DE GÊNERO, FEMINISMO E SEXUALIDADES","B1"
"23165316","JORNAL BRASILEIRO DE CIRURGIA VETERINÁRIA","B5"
"23165324","JOURNAL OF INFECTION CONTROL","B4"
"23165383","BOLETIM LABEM","B3"
"23165442","MEDIEVALIS","B2"
"23165499","REVISTA DE CONTRATOS PÚBLICOS","C "
"23165537","DESENVOLVE - REVISTA DE GEST<U+F1C3>O DO UNILASALLE","B3"
"23165537","DESENVOLVE: REVISTA DE GEST<U+F1C3>O DA UNILASALLE","B3"
"23165588","REVISTA O QI","C "
"23165758","REMATE DE MALES (ONLINE)","B3"
"23165812","REAT - REVISTA ELETRÔNICA DE ADMINISTRAÇ<U+F1C3>O E TURISMO","B3"
"23165812","REVISTA ELETRÔNICA DE ADMINISTRAÇ<U+F1C3>O E TURISMO","B3"
"23165847","LANDA","B3"
"23165847","REVISTA LANDA","B4"
"23165855","REVISTA ANIMA","B5"
"2316591X","ENGENHARIA ESTUDO E PESQUISA","B5"
"23165952","CADERNO DE ESTUDOS E PESQUISA DO TURISMO","B4"
"23165952","CADERNO DE ESTUDOS E PESQUISAS DO TURISMO","B4"
"23166134","CONVERGÊNCIA LUSÍADA","B2"
"23166134","REVISTA CONVERGÊNCIA LUSÍADA","B2"
"23166169","ARREDIA","B5"
"23166169","ARREDIA REVISTA DA FACULDADE DE COMUNICAÇ<U+F1C3>O, ARTES E LETRAS","B4"
"23166185","BAGOAS - ESTUDOS GAYS: GÊNEROS E SEXUALIDADES","B3"
"23166223","REVISTA ELETRÔNICA DE ESTUDOS JURÍDICOS E DA SOCIEDADE","C "
"23166266","REVISTA ELETRÔNICA SAPERE AUDE","B2"
"23166266","REVISTA SAPERE AUDE","B5"
"23166487","REVISTA PESQUISAS JURÍDICAS","B4"
"23166517","INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT","B3"
"23166517","INTERNATIONAL JOURNAL OF KNOWLEDGE ENGINEERING AND MANAGEMENT - IJKEM","B3"
"23166592","7 MARES","B5"
"23166592","7 MARES. REVISTA DOS PÓS-GRADUANDOS EM HISTÓRIA MODERNA DA UNIVERSIDADE FEDERAL FLUMINENSE","B5"
"23166592","REVISTA (7) SETE MARES","B5"
"23166614","BELAS INFIÉIS","B2"
"23166614","NOVOS ESTUDOS CEBRAP (IMPRESSO)","A1"
"23166614","REVISTA BELAS INFIÉIS","B2"
"23166665","REVISTA CONEX<U+F1C3>O ELETRÔNICA","B4"
"23166673","REVISTA DA FACULDADE DE DIREITO ARNALDO JANSSEN","C "
"23166681","REVISTA ELETRÔNICA DO MESTRADO PROFISSIONAL EM ENGENHARIA DE PETRÓLEO E GÁS DA UNIVERSIDADE POTIGUAR - RUNPETRO","B3"
"23166738","CADERNO DE GRADUAÇ<U+F1C3>O - CIÊNCIAS BIOLÓGICAS E DA SAÚDE - UNIT/AL","B5"
"23166746","REVISTA LABORATIVA","B4"
"2316686X","REVISTA BATISTA PIONEIRA","B4"
"23166886","WATER RESOURCES AND IRRIGATION MANAGEMENT","B4"
"23166894","SOCIEDADE INTERNACIONAL DE PORTUGUÊS LÍNGUA ESTRANGEIRA - SIPLE","B5"
"23166959","REVISTA JURÍDICA DA ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DE S<U+F1C3>O PAULO","B5"
"23166991","INOVAEDUC","C "
"23167041","REVISTA INTERNACIONAL DE CIÊNCIAS","B2"
"23167092","ATRAVESSAR REVISTA DE ACOMPANHAMENTO TERAPÊUTICO","B5"
"23167114","SIGNIFICAÇ<U+F1C3>O-REVISTA DE CULTURA AUDIOVISUAL","B1"
"23167114","SIGNIFICAÇ<U+F1C3>O. REVISTA DE CULTURA AUDIOVISUAL","B1"
"23167114","SIGNIFICAÇ<U+F1C3>O: REVISTA DE CULTURA AUDIOVISUAL","B1"
"23167122","ESFERAS","B2"
"23167122","ESFERAS - REVISTA INTERPROGRAMAS DE PÓS-GRADUAÇ<U+F1C3>O EM COMUNICAÇ<U+F1C3>O DO CENTRO OESTE","B2"
"23167122","REVISTA ESFERAS","B2"
"23167246","REVISTA ZEITGEIST","B5"
"23167262","REVISTA VIRTUAL DA ACADEMIA BRASILEIRA DE ODONTOLOGIA","B5"
"23167297","REVISTA ELETRÔNICA SALA DE AULA EM FOCO","B4"
"23167300","INFORMAÇ<U+F1C3>O ARQUIVISTICA","B4"
"23167300","INFORMAÇ<U+F1C3>O ARQUIVÍSTICA","B5"
"23167408","REVISTA DO TRIBUNAL DE CONTAS DO ESTADO/SERGIPE","C "
"23167432","CADERNO GLOBO UNIVERSIDADE","B4"
"23167521","PERCURSO (CURITIBA)","B4"
"2316753X","REVISTA JURÍDICA","A1"
"2316753X","REVISTA JURÍDICA- UNICURITIBA","A1"
"2316753X","REVISTA JURÍDICA - UNICURITIBA","A1"
"2316753X","REVISTA JURÍDICA (FIC)","A1"
"2316753X","REVISTA JURÍDICA UNICURITIBA","A1"
"23167548","ADMINISTRAÇ<U+F1C3>O DE EMPRESAS EM REVISTA","B3"
"23167556","REVISTA DE EDUCAÇ<U+F1C3>O HISTÓRICA","B5"
"23167580","CADERNOS DE NATUROLOGIA E TERAPIAS COMPLEMENTARES","B5"
"23167661","REVISTA CHICO: PUBLICAÇ<U+F1C3>O DO COMITÉ DA BACIA HIDROGRÁFICA DO RIO S<U+F1C3>O FRANCISCO","C "
"2316770X","REVISTA DA UFMG","B4"
"2316770X","REVISTA DA UNIVERSIDADE FEDERAL DE MINAS GERAIS","B4"
"23167726","TECHNOLOGICAL LEARNING AND INDUSTRIAL INNOVATION WORKING PAPER SERIES","C "
"23167750","REVISTA BRASILEIRA DE FARMÁCIA HOSPITALAR E SERVIÇOS DE SAÚDE","B5"
"23167793","TERRA BRASILIS (NOVA SÉRIE). REVISTA DA REDE BRASILEIRA DE HISTÓRIA DA GEOGRAFIA E GEOGRAFIA HISTÓRICA","B2"
"23167858","MÚSICA POPULAR EM REVISTA","B4"
"23167874","NUTRIRE - REVISTA DA SOCIEDADE BRASILEIRA DE ALIMENTAÇ<U+F1C3>O E NUTRIÇ<U+F1C3>O","B3"
"23167963","HUMAN FACTORS IN DESIGN","B3"
"2316803X","GEST<U+F1C3>O SOCIAL - REVISTA DO FÓRUM NACIONAL DE SECRETÁRIOS(AS) DE ESTADO DE ASSISTÊNCIA SOCIAL","C "
"23168056","REVISTA DA CASA DA GEOGRAFIA DE SOBRAL","B3"
"23168056","REVISTA DA CASA DA GEOGRAFIA DE SOBRAL (RCGS)","B3"
"23168072","REVISTA UNEMAT DE CONTABILIDADE","B4"
"23168080","PIDCC - REVISTA DE PROPRIEDADE INTELECTUAL - DIREITO CONTEMPORÂNEO E CONSTITUIÇ<U+F1C3>O","B3"
"23168080","REVISTA DE PROPRIEDADE INTELECTUAL - DIREITO CONTEMPORÂNEO E CONSTITUIÇ<U+F1C3>O","B3"
"23168102","PERFORMATUS","B5"
"23168137","LITTERA DOCENTE & DISCENTE EM REVISTA.","B5"
"2316820X","BRASÍLIA EM DEBATE","C "
"23168218","REVISTA DIREITO AMBIENTAL E SOCIEDADE ( UCS)","B1"
"23168242","CADERNOS NIETZSCHE","A1"
"23168323","MONÇGES: REVISTA DE RELAÇGES INTERNACIONAIS DA UFGD","A2"
"23168366","ILINX - REVISTA DO LUME","C "
"23168366","ILINX REVISTA CIENTÍFICA DO LUME","B5"
"23168374","CIVILISTICA.COM","A2"
"23168374","CIVILISTICA.COM - REVISTA ELETRÔNICA DE DIREITO CIVIL","A2"
"23168382","REVISTA TÉCNICO-CIENTÍFICA (IFSC)","B5"
"23168412","CADERNOS DO LEPAARQ (UFPEL)","B1"
"23168471","SABERES LINGUÍSTICOS N?AMAZÔNIA","C "
"23168544","ENSAIOS DE GEOGRAFIA","B4"
"23168544","REVISTA ENSAIOS DE GEOGRAFIA","B5"
"23168765","REVISTA CIÊNCIA & POLÍCIA","B4"
"23168838","REVISTA SOLETRAS","B1"
"23168900","REVISTA SUSTENTABILIDADE ORGANIZACIONAL","B5"
"23168919","REVISTA EDUCAÇ<U+F1C3>O EM REDE: FORMAÇ<U+F1C3>O E PRÁTICA DOCENTE","B1"
"23168994","SCIENTIAE STUDIA","A2"
"2316901X","REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS","A2"
"2316901X","REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS (IEB)","A2"
"23169036","REVISTA USP","B1"
"23169044","REVISTA DE DIREITO SANITÁRIO","B1"
"23169052","BOLETIM DE BOTÂNICA DA UNIVERSIDADE DE S<U+F1C3>O PAULO","B4"
"23169060","REVISTA CULTURA E EXTENS<U+F1C3>O USP","B2"
"23169079","PHYLLOMEDUSA: JOURNAL OF HERPETOLOGY","B3"
"23169117","FISIOTERAPIA E PESQUISA","A2"
"23169133","CADERNOS DE CAMPO (USP)","B3"
"23169141","REVISTA DE HISTÓRIA","A1"
"2316915X","CAD. NATUROL. TERAP. COMPLEM.","B4"
"2316915X","CADERNOS DE NATUROLOGIA E TERAPIAS COMPLEMENTARES","C "
"23169168","CONEX<U+F1C3>O POLÍTICA","C "
"23169230","REBECA","B2"
"23169230","REBECA - REVISTA BRASILEIRA DE ESTUDOS DE CINEMA E AUDIOVISUAL","B2"
"23169230","REBECA. REVISTA BRASILEIRA DE ESTUDOS DE CINEMA E AUDIOVISUAL","B2"
"23169249","SOCIOLOGIAS PLURAIS","B4"
"23169249","SOCIOLOGIAS PLURAIS ? REVISTA DISCENTE DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM SOCIOLOGIA DA UFPR","B5"
"23169249","SOCIOLOGIAS PLURAIS: REVISTA DISCENTE DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM SOCIOLOGIA","B5"
"23169249","SOCIOLOGIAS PLURAIS: REVISTA DISCENTE DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM SOCIOLOGIA.","B5"
"23169281","SCIENTIFIC ELECTRONIC ARCHIVES","B3"
"23169303","E-MOSAICOS","B1"
"23169303","E-MOSAICOS REVISTA MULTIDISCIPLINAR DE ENSINO, PESQUISA, EXTENS<U+F1C3>O E CULTURA DO INSTITUTO DE APLICAÇ<U+F1C3>O FERNANDO RODRIGUES DA SILVEIRA (CAP-UERJ)","B1"
"23169303","REVISTA E-MOSAICOS","B1"
"23169311","CARTEMA - REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM ARTES VISUAIS UFPE/UFPB","B5"
"2316932X","PODIUM: SPORT, LEISURE AND TOURISM REVIEW","B2"
"23169354","REVISTA INTERAÇ<U+F1C3>O: RESSIGNIFICANDO A EXTENS<U+F1C3>O/UFPI","C "
"23169389","REME - REVISTA MINEIRA DE ENFERMAGEM (ONLINE)","B1"
"23169451","ABAKÓS","B1"
