"TITULO","ISSN","AREA","ESTRATO"
"ARCHIVOS DE ZOOTECNIA","00040592","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"ARCHIVOS LATINOAMERICANOS DE NUTRICIÓN","00040622","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ARCHIVOS LATINOAMERICANOS DE PRODUCCIÓN ANIMAL","10221301","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ARGUMENTA","23173882","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ARIÚS: REVISTA DE CIÊNCIAS HUMANAS E ARTES (UFCG)","01039253","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"ARQUITETURISMO (SÃO PAULO)","19829930","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ARQUITEXTOS (SÃO PAULO)","18096298","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA","01020935","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA (ONLINE)","16784162","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"ARQUIVOS BRASILEIROS DE PSICOLOGIA (ONLINE)","18095267","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"ARQUIVOS DE NEURO-PSIQUIATRIA","0004282X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ARQUIVOS DO INSTITUTO BIOLÓGICO (ONLINE)","18081657","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"ARS VETERINÁRIA JABOTICABAL","21750106","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ARXIU D'ETNOGRAFIA DE CATALUNYA.","20143885","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ASIA PACIFIC JOURNAL OF MANAGEMENT","02174561","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS","13555855","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ASIAN PACIFIC JOURNAL OF TROPICAL BIOMEDICINE","22211691","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES (PRINT)","10112367","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ASIAN-AUSTRALIANS JOURNAL OF ANIMAL SCIENCE","19765517","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ASSESSMENT AND EVALUATION IN HIGHER EDUCATION","02602938","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"ASTROLABIO (BUENOS AIRES)","16687515","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ATELIÊ GEOGRÁFICO (UFG)","19821956","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ATHENEA DIGITAL","15788946","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"ATITUDE (PORTO ALEGRE)","18095720","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ATLA. ALTERNATIVES TO LABORATORY ANIMALS","02611929","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ATLANTIC ECONOMIC JOURNAL","01974254","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"ATLANTIC MARKETING JOURNAL (ONLINE)","21653887","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ATOS DE PESQUISA EM EDUCAÇÃO (FURB)","18090354","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ATS NEWS (1986)","08928916","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"ATTACCAMENTO E SISTEMI COMPLESSI","22838279","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"AUGUSTO GUZZO REVISTA ACADÊMICA","23163852","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"AUGUSTO GUZZO REVISTA ACADÊMICA (SÃO PAULO)","15189597","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"AUTOMATED SOFTWARE ENGINEERING","09288910","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"AVALIAÇÃO PSICOLÓGICA","21753431","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"AVALIAÇÃO PSICOLÓGICA (IMPRESSO)","16770471","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR","19825765","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR","14144077","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"AÇÃO ERGONÔMICA","15197859","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"AÇÃO MIDIÁTICA - ESTUDOS EM COMUNICAÇÃO, SOCIEDADE E CULTURA","22380701","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BAR. BRAZILIAN ADMINISTRATION REVIEW","18077692","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BASE  REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE DA UNISINOS","19848196","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BASE (UNISINOS)","1807054X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BBR. BRAZILIAN BUSINESS REVIEW","18082386","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BBR. BRAZILIAN BUSINESS REVIEW (EDIÇÃO EM PORTUGUÊS. ONLINE)","1807734X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BEHAVIOURAL BRAIN RESEARCH","01664328","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BELAS INFIÉIS","23166614","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BENCHMARKING (BRADFORD)","14635771","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BEPA. BOLETIM EPIDEMIOLÓGICO PAULISTA (ONLINE)","18064272","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIB. REVISTA BRASILEIRA DE INFORMAÇÃO BIBLIOGRÁFICA EM CIÊNCIAS SOCIAIS","15168085","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIBLIO 3W (BARCELONA)","11389796","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIBLIONLINE (JOÃO PESSOA)","18094775","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIBLIOS (LIMA)","15624730","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BIBLIOTECA DIGITAL REVISTA FÓRUM DE DIREITO TRIBUTÁRIO (ONLINE)","19844131","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIBLOS (RIO GRANDE)","01024388","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BIO WEB OF CONFERENCES","21174458","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY","18788181","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BIOENERGIA EM REVISTA: DIÁLOGOS","22369171","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIOLOGICAL AND CHEMICAL RESEARCH","23120088","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIOMASS & BIOENERGY","09619534","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BIOMEDICAL ENGINEERING ONLINE (ONLINE)","1475925X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS (PRINT)","0960894X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BIORHEOLOGY (OXFORD)","0006355X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BIOSAÚDE (LONDRINA)","15179664","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BIOSCIENCE JOURNAL (ONLINE)","19813163","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BIOSCIENCE JOURNAL (UFU. IMPRESSO)","15163725","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BIOSYSTEMS ENGINEERING","15375110","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BIOTA AMAZÔNIA","21795746","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BIOTA NEOTROPICA (EDIÇÃO EM PORTUGUÊS. ONLINE)","16760603","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BMC MEDICAL EDUCATION","14726920","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BMC NURSING (ONLINE)","14726955","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BMC PLANT BIOLOGY (ONLINE)","14712229","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BMC PREGNANCY AND CHILDBIRTH (ONLINE)","14712393","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BMC PSYCHOLOGY","20507283","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BMC PUBLIC HEALTH (ONLINE)","14712458","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BMC RESEARCH NOTES","17560500","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BNDES SETORIAL","14149230","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM CAMPINEIRO DE GEOGRAFIA","22363637","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BOLETIM CENTRO DE PESQUISA E PROCESSAMENTO DE ALIMENTOS","19839774","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BOLETIM DE ANÁLISE POLÍTICO-INSTITUCIONAL","22376208","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM DE DIREITO ADMINISTRATIVO - BDA","19815522","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM DE ECONOMIA E POLÍTICA INTERNACIONAL (IPEA)","21769915","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"BOLETIM DE INDÚSTRIA ANIMAL (IMPRESSO)","00679615","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BOLETIM DE INDÚSTRIA ANIMAL (ONLINE)","19814100","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BOLETIM DO MUSEU DE BIOLOGIA MELLO LEITAO","01039121","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BOLETIM DO TEMPO PRESENTE","19813384","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM ESTATÍSTICAS PÚBLICAS","18081320","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM GAÚCHO DE GEOGRAFIA","01017888","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BOLETIM GOIANO DE GEOGRAFIA (ONLINE)","19848501","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BOLETIM GOVERNET DE ADMINISTRAÇÃO PÚBLICA E GESTÃO MUNICIPAL","22378006","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM HISTORIAR","23579145","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM PARANAENSE DE GEOCIÊNCIAS","0067964X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BOLETIM REGIONAL, URBANO E AMBIENTAL (IPEA)","21771847","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM TÉCNICO DO SENAC","0102549X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIM TÉCNICO-CIENTÍFICO DO CEPNOR","16765664","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BOLETIN DE LA ASOCIACION INTERNACIONAL DE DERECHO COOPERATIVO","1134993X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BOLETÍN MEXICANO DE DERECHO COMPARADO","00418633","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BRAGANTIA (SÃO PAULO, SP. IMPRESSO)","00068705","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEARCH IN NEUROMODULATION","1935861X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BRANDTRENDS JOURNAL","22378529","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRASIL EM NÚMEROS (EDIÇÃO EM INGLÊS. IMPRESSO)","18081983","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRASILIANA : JOURNAL FOR BRAZILIAN STUDIES","22454373","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BRAZILIAN DENTAL JOURNAL (IMPRESSO)","18064760","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BRAZILIAN GEOGRAPHICAL JOURNAL: GEOSCIENCES AND HUMANITIES RESEARCH MEDIUM","21792321","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRAZILIAN JOURNAL OF BIOLOGY (ONLINE)","16784375","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BRAZILIAN JOURNAL OF BIOSYSTEMS ENGINEERING","23596724","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRAZILIAN JOURNAL OF FOOD TECHNOLOGY (ONLINE)","19816723","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BRAZILIAN JOURNAL OF GEOLOGY","23174692","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BRAZILIAN JOURNAL OF GEOLOGY","23174889","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BRAZILIAN JOURNAL OF INFORMATION SCIENCE","19811640","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRAZILIAN JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT","22378960","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT","16798171","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BRAZILIAN JOURNAL OF ORAL SCIENCES","16773225","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BRAZILIAN JOURNAL OF PETROLEUM AND GAS","19820593","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS","01030752","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BRAZILIAN JOURNAL OF PRODUCTION ENGINEERING","24475580","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRAZILIAN JOURNAL OF SCIENCE AND TECHNOLOGY","2196288X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"Brazilian Journal of Veterinary Research and Animal Science (Online)","16784456","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BRAZILIAN KEYNESIAN REVIEW","24468509","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRAZILIAN POLITICAL SCIENCE REVIEW","19813821","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"BRAZILIAN REVIEW OF ECONOMETRICS","19802447","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BRITISH FOOD JOURNAL (1966)","0007070X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY (PRINT)","00071013","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BRITISH JOURNAL OF NUTRITION","00071145","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BRITISH JOURNAL OF POLITICAL SCIENCE (PRINT)","00071234","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BRITISH JOURNAL OF PSYCHOLOGY (1953)","00071269","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE","13100351","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"BULLETIN DE PSYCHOLOGIE","00074403","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BUSINESS & SOCIETY","00076503","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BUSINESS AND ECONOMICS JOURNAL","21516219","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"BUSINESS AND HUMAN RIGHTS JOURNAL","20570201","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"BUSINESS CREATIVITY AND THE CREATIVE ECONOMY","23741414","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"BUSINESS ETHICS (OXFORD. PRINT)","09628770","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BUSINESS HISTORY","00076791","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"BUSINESS HORIZONS","00076813","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"BUSINESS PROCESS MANAGEMENT JOURNAL","14637154","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"C.I.R.I.E.C. ESPAÑA","02138093","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"CADERNO CRH (UFBA. IMPRESSO)","01034979","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"CADERNO DE ADMINISTRAÇÃO (UEM)","15161803","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"CADERNO DE CRIAÇÃO","01049380","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"CADERNO DE ESTUDOS E PESQUISA DO TURISMO","23165952","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"CADERNO DE GEOGRAFIA","23182962","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"CADERNO DE GEOGRAFIA (PUCMG. IMPRESSO)","01038427","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"CADERNO DE PESQUISAS EM ADMINISTRAÇÃO (USP) (CESSOU EM 2005. CONT. ISSN 1809-2276 REGE. REVISTA DE GESTÃO USP)","21778736","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"CADERNO ELETRÔNICO DE CIÊNCIAS SOCIAIS","23186933","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"CADERNO ESPAÇO FEMININO (ONLINE)","19813082","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"CADERNO PEDAGÓGICO (LAJEADO. ONLINE)","19830882","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"CADERNO PROFISSIONAL DE ADMINISTRAÇÃO (CPA) - UNIMEP","22375422","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"CADERNO PROFISSIONAL DE MARKETING","23176466","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"CADERNO PRUDENTINO DE GEOGRAFIA","21765774","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
