"TITULO","TIPO","ISSN","SJR","INDICE_H"
"International Journal of Computer-Supported Collaborative Learning","journal"," 15561615",2.772,"50"
"npj Aging and Mechanisms of Disease","journal","20563973",2.772,"16"
"Pediatrics","journal","00314005",2.772,"331"
"Pediatrics","journal"," 10984275",2.772,"331"
"Exceptional Children","journal","00144029",2.765,"85"
"Advances in Materials Research","book series","14351889",2.763,"1"
"Comprehensive Reviews in Food Science and Food Safety","journal","15414337",2.76,"95"
"Translational Psychiatry","journal","21583188",2.76,"74"
"Progress in Surface Science","journal","00796816",2.759,"76"
"Geology","journal","00917613",2.754,"205"
"Geology","journal"," 19432682",2.754,"205"
"Advanced Optical Materials","journal","21951071",2.75,"74"
"Wiley Interdisciplinary Reviews: Developmental Biology","journal","17597684",2.75,"38"
"Wiley Interdisciplinary Reviews: Developmental Biology","journal"," 17597692",2.75,"38"
"International Journal of Physical Distribution and Logistics Management","journal","09600035",2.749,"103"
"Addiction","journal","13600443",2.745,"182"
"Addiction","journal"," 09652140",2.745,"182"
"Journal of Advances in Modeling Earth Systems","journal","19422466",2.741,"45"
"Plant, Cell and Environment","journal","01407791",2.739,"190"
"Plant, Cell and Environment","journal"," 13653040",2.739,"190"
"Circulation: Cardiovascular Interventions","journal","19417632",2.737,"88"
"Circulation: Cardiovascular Interventions","journal"," 19417640",2.737,"88"
"American Journal of Surgical Pathology","journal","15320979",2.734,"203"
"American Journal of Surgical Pathology","journal"," 01475185",2.734,"203"
"Journal of Amino Acids","journal","20900104",2.733,"4"
"Journal of Amino Acids","journal"," 20900112",2.733,"4"
"GLIA","journal","08941491",2.73,"159"
"GLIA","journal"," 10981136",2.73,"159"
"JAMA Ophthalmology","journal","21686173",2.729,"190"
"JAMA Ophthalmology","journal"," 21686165",2.729,"190"
"Journal of Pathology","journal","10969896",2.724,"176"
"Journal of Pathology","journal"," 00223417",2.724,"176"
"Analysis and PDE","journal","1948206X",2.723,"24"
"Analysis and PDE","journal"," 21575045",2.723,"24"
"Organizational Behavior and Human Decision Processes","journal","07495978",2.722,"136"
"Organizational Behavior and Human Decision Processes","journal"," 10959920",2.722,"136"
"Annual Review of Animal Biosciences","journal","21658110",2.721,"32"
"Annual Review of Animal Biosciences","journal"," 21658102",2.721,"32"
"Arteriosclerosis, Thrombosis, and Vascular Biology","journal","10795642",2.721,"262"
"Arteriosclerosis, Thrombosis, and Vascular Biology","journal"," 15244636",2.721,"262"
"Journal of Experimental Psychology: General","journal","00963445",2.721,"150"
"Journal of Experimental Psychology: General","journal"," 19392222",2.721,"150"
"Emerging Infectious Diseases","journal","10806040",2.72,"215"
"Emerging Infectious Diseases","journal"," 10806059",2.72,"215"
"SIAM Journal on Optimization","journal","10526234",2.72,"115"
"SIAM Journal on Optimization","journal"," 10957189",2.72,"115"
"Current Opinion in Solid State and Materials Science","journal","13590286",2.716,"107"
"Journal of Ecology","journal","00220477",2.715,"172"
"Journal of Ecology","journal"," 13652745",2.715,"172"
"Clinical Psychology: Science and Practice","journal","14682850",2.71,"103"
"Clinical Psychology: Science and Practice","journal"," 09695893",2.71,"103"
"NursingPlus Open","journal","23529008",2.707,"6"
"npj Biofilms and Microbiomes","journal","20555008",2.705,"21"
"American Journal of Clinical Nutrition","journal","19383207",2.704,"325"
"American Journal of Clinical Nutrition","journal"," 00029165",2.704,"325"
"Environmental Science & Technology","journal","0013936X",2.704,"373"
"Environmental Science & Technology","journal"," 15205851",2.704,"373"
"Journal of Clinical Epidemiology","journal","08954356",2.702,"203"
"Journal of Clinical Epidemiology","journal"," 18785921",2.702,"203"
"Journal of Strategic Information Systems","journal","09638687",2.698,"82"
"Journal of Carcinogenesis","journal","09746773",2.689,"37"
"Journal of Carcinogenesis","journal"," 14773163",2.689,"37"
"Journal of Internal Medicine","journal","09546820",2.687,"152"
"Journal of Internal Medicine","journal"," 13652796",2.687,"152"
"Digital Journalism","journal","2167082X",2.686,"39"
"Digital Journalism","journal"," 21670811",2.686,"39"
"Cardiovascular Research","journal","17553245",2.684,"212"
"Cardiovascular Research","journal"," 00086363",2.684,"212"
"Journal of Applied Ecology","journal","00218901",2.681,"170"
"Journal of Applied Ecology","journal"," 13652664",2.681,"170"
"Biosensors and Bioelectronics","journal","18734235",2.68,"181"
"Biosensors and Bioelectronics","journal"," 09565663",2.68,"181"
"Earth's Future","journal","23284277",2.68,"30"
"Cement and Concrete Composites","journal","09589465",2.675,"138"
"Environmental Research Letters","journal","17489326",2.675,"109"
"Calculus of Variations and Partial Differential Equations","journal","14320835",2.672,"62"
"Calculus of Variations and Partial Differential Equations","journal"," 09442669",2.672,"62"
"Ecosystem Services","journal","22120416",2.672,"56"
"European Journal of Personality","journal","08902070",2.67,"79"
"European Journal of Personality","journal"," 10990984",2.67,"79"
"Socio-Economic Review","journal","14751461",2.67,"51"
"Journal of the International AIDS Society","journal","17582652",2.667,"57"
"European Sociological Review","journal","02667215",2.664,"81"
"European Sociological Review","journal"," 14682672",2.664,"81"
"Behavior Research Methods","journal","15543528",2.663,"129"
"Behavior Research Methods","journal"," 1554351X",2.663,"129"
"Advances in Anatomy Embryology and Cell Biology","journal","03015556",2.66,"35"
"International Journal of Project Management","journal","02637863",2.659,"134"
"Journal für die Reine und Angewandte Mathematik","journal","00754102",2.659,"63"
"Journal für die Reine und Angewandte Mathematik","journal"," 14355345",2.659,"63"
"Environmental Health Perspectives","journal","15529924",2.654,"269"
"Environmental Health Perspectives","journal"," 00916765",2.654,"269"
"Journal of Quantitative Criminology","journal","07484518",2.651,"77"
"Journal of Quantitative Criminology","journal"," 15737799",2.651,"77"
"La Rivista del Nuovo Cimento","journal","0393697X",2.651,"44"
"Journal of Experimental Botany","journal","14602431",2.647,"226"
"Journal of Experimental Botany","journal"," 00220957",2.647,"226"
"Learning and Instruction","journal","09594752",2.647,"108"
"International Journal of Urban and Regional Research","journal","03091317",2.645,"105"
"International Journal of Urban and Regional Research","journal"," 14682427",2.645,"105"
"Psychometrika","journal","00333123",2.644,"72"
"Psychometrika","journal"," 18600980",2.644,"72"
"Advances in Parasitology","journal","0065308X",2.641,"84"
"Advances in Parasitology","journal"," 21636079",2.641,"84"
"Conservation Biology","journal","15231739",2.641,"213"
"Conservation Biology","journal"," 08888892",2.641,"213"
"Molecular Biology of the Cell","journal","10591524",2.64,"219"
"Molecular Biology of the Cell","journal"," 19394586",2.64,"219"
"GigaScience","journal","2047217X",2.639,"40"
"Human Genetics","journal","03406717",2.637,"131"
"Human Genetics","journal"," 14321203",2.637,"131"
"International Journal of Behavioral Nutrition and Physical Activity","journal","14795868",2.637,"104"
"Soil Biology and Biochemistry","journal","00380717",2.63,"206"
"Proceedings of the Royal Society B: Biological Sciences","journal","09628452",2.626,"237"
"IEEE Transactions on Wireless Communications","journal","15361276",2.623,"200"
"Nanophotonics","journal","21928614",2.618,"46"
"Nanophotonics","journal"," 21928606",2.618,"46"
"EBioMedicine","journal","23523964",2.617,"48"
"Annual Review of Analytical Chemistry","journal","19361335",2.616,"68"
"Annual Review of Analytical Chemistry","journal"," 19361327",2.616,"68"
"IEEE Transactions on Geoscience and Remote Sensing","journal","15580644",2.616,"236"
"IEEE Transactions on Geoscience and Remote Sensing","journal"," 01962892",2.616,"236"
"NPG Asia Materials","journal","18844057",2.613,"65"
"NPG Asia Materials","journal"," 18844049",2.613,"65"
"Oncologist","journal","1549490X",2.613,"157"
"Oncologist","journal"," 10837159",2.613,"157"
"Political Psychology","journal","0162895X",2.61,"87"
"Political Psychology","journal"," 14679221",2.61,"87"
"Family Business Review","journal","17416248",2.608,"96"
"Family Business Review","journal"," 08944865",2.608,"96"
"IEEE Internet of Things Journal","journal","23274662",2.607,"67"
"Trends in Parasitology","journal","14715007",2.606,"136"
"Trends in Parasitology","journal"," 14714922",2.606,"136"
"Atmospheric Chemistry and Physics","journal","16807324",2.601,"191"
"Atmospheric Chemistry and Physics","journal"," 16807316",2.601,"191"
"Journal des Mathematiques Pures et Appliquees","journal","00217824",2.601,"59"
"Journal of Clinical Microbiology","journal","1098660X",2.601,"245"
"Journal of Clinical Microbiology","journal"," 00951137",2.601,"245"
"Brain Stimulation","journal","1935861X",2.599,"74"
"Brain Stimulation","journal"," 18764754",2.599,"74"
"Language Teaching Research","journal","13621688",2.596,"50"
"Language Teaching Research","journal"," 14770954",2.596,"50"
"Journal of Personality","journal","00223506",2.593,"135"
"Journal of Personality","journal"," 14676494",2.593,"135"
"Journal of Research on Educational Effectiveness","journal","19345739",2.591,"31"
"Journal of Research on Educational Effectiveness","journal"," 19345747",2.591,"31"
"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","journal","23528729",2.588,"29"
"IEEE Journal of Emerging and Selected Topics in Power Electronics","journal","21686785",2.585,"59"
"IEEE Journal of Emerging and Selected Topics in Power Electronics","journal"," 21686777",2.585,"59"
"JCO Precision Oncology","journal","24734284",2.585,"14"
"Molecular Autism","journal","20402392",2.585,"50"
"Chest","journal","00123692",2.583,"279"
"Chest","journal"," 19313543",2.583,"279"
"Brain, Behavior, and Immunity","journal","10902139",2.582,"140"
"Brain, Behavior, and Immunity","journal"," 08891591",2.582,"140"
"Psychonomic Bulletin and Review","journal","10699384",2.581,"143"
"Psychonomic Bulletin and Review","journal"," 15315320",2.581,"143"
"Information Communication and Society","journal","1369118X",2.579,"70"
"Omega","journal","03050483",2.579,"131"
"Geochemical Perspectives Letters","journal","2410339X",2.573,"18"
"Geochemical Perspectives Letters","journal"," 24103403",2.573,"18"
"Frontiers in Cell and Developmental Biology","journal","2296634X",2.572,"40"
"American Journal of Gastroenterology","journal","15720241",2.571,"246"
"American Journal of Gastroenterology","journal"," 00029270",2.571,"246"
"Cellular and Molecular Immunology","journal","20420226",2.569,"74"
"Cellular and Molecular Immunology","journal"," 16727681",2.569,"74"
"Journal of the Learning Sciences","journal","10508406",2.569,"89"
"Journal of the Learning Sciences","journal"," 15327809",2.569,"89"
"ACS Applied Materials & Interfaces","journal","19448252",2.568,"199"
"ACS Applied Materials & Interfaces","journal"," 19448244",2.568,"199"
"Investigative Radiology","journal","00209996",2.564,"109"
"Investigative Radiology","journal"," 15360210",2.564,"109"
"Pain","journal","18726623",2.563,"250"
"Pain","journal"," 03043959",2.563,"250"
"Proceedings of the Annual ACM Symposium on Theory of Computing","conference and proceedings","07378017",2.562,"97"
"Dialogues in Clinical Neuroscience","journal","19585969",2.554,"79"
"Dialogues in Clinical Neuroscience","journal"," 12948322",2.554,"79"
"European Union Politics","journal","17412757",2.551,"63"
"European Union Politics","journal"," 14651165",2.551,"63"
"Work and Occupations","journal","07308884",2.547,"63"
"Work and Occupations","journal"," 15528464",2.547,"63"
"CIRP Annals - Manufacturing Technology","journal","00078506",2.544,"143"
"CIRP Annals - Manufacturing Technology","journal"," 17260604",2.544,"143"
"Depression and Anxiety","journal","10914269",2.544,"120"
"Depression and Anxiety","journal"," 15206394",2.544,"120"
"Essays in Biochemistry","journal","00711365",2.544,"58"
"Essays in Biochemistry","journal"," 17441358",2.544,"58"
"BioScience","journal","15253244",2.543,"197"
"BioScience","journal"," 00063568",2.543,"197"
"European Heart Journal Cardiovascular Imaging","journal","20472412",2.543,"84"
"European Heart Journal Cardiovascular Imaging","journal"," 20472404",2.543,"84"
"International Economic Review","journal","14682354",2.539,"82"
"International Economic Review","journal"," 00206598",2.539,"82"
"Gastric Cancer","journal","14363291",2.537,"75"
"Gastric Cancer","journal"," 14363305",2.537,"75"
"Neuroscientist","journal","10738584",2.537,"117"
"Neuroscientist","journal"," 10894098",2.537,"117"
"Journal of Consulting and Clinical Psychology","journal","0022006X",2.535,"231"
"Journal of Counseling Psychology","journal","00220167",2.533,"126"
"Thyroid","journal","15579077",2.53,"135"
"Thyroid","journal"," 10507256",2.53,"135"
"Journal of Photochemistry and Photobiology C: Photochemistry Reviews","journal","13895567",2.527,"86"
"American Journal of Ophthalmology","journal","00029394",2.524,"179"
"American Journal of Ophthalmology","journal"," 18791891",2.524,"179"
"Physiology","journal","15489213",2.521,"119"
"Physiology","journal"," 15489221",2.521,"119"
"Developmental Cognitive Neuroscience","journal","18789293",2.52,"55"
"Developmental Cognitive Neuroscience","journal"," 18789307",2.52,"55"
"Human Relations","journal","00187267",2.519,"124"
"Human Relations","journal"," 1741282X",2.519,"124"
"Nano Research","journal","19980124",2.518,"113"
